Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Attachment,Custom field (Issue color),Custom field (Rank),Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Custom field (development),Comment,Comment,Comment,Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
[BATH] Master Bathroom Deep Surface Cleaning,GMLT-70,10232,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Medium,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 4:02 PM,12/Jul/25 4:02 PM,,,,0,all-family,,"As a family creating hygienic bathroom environment
I want to thoroughly clean all master bathroom surfaces
So that I can eliminate dirt, grime, and potential pest attractants.

**Acceptance Criteria:**
1. Deep clean shower/bathtub including all surfaces, corners, and fixtures
2. Scrub sink, countertop, and vanity area thoroughly
3. Clean toilet inside, outside, and behind including base area
4. Clean all mirrors, light fixtures, and electrical switch plates
5. Scrub floor thoroughly including behind toilet and in corners
6. Clean exhaust fan and vent areas if accessible
7. Wipe down all walls and remove any soap scum or water stains
8. Organize and clean all items returning to bathroom storage",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,GMLT-76,,,,,,,,,,,GMLT-69,,,,0|i000lb:,,,,,{},,,,,10128,GMLT-8,BATH - Bathroom Restoration & Maintenance Systems,To Do,12/Jul/25 4:02 PM
[BATH] Kids' Bathroom Sink Deep Clean and Declutter,GMLT-71,10234,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,High,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 4:02 PM,12/Jul/25 4:02 PM,,,,0,adults-lead,child-participate,"As a family creating organized, hygienic space for children
I want to deep clean sink area and remove all clutter
So that I can provide functional, clean bathroom space that children can maintain.

**Acceptance Criteria:**
1. Remove all items from sink area, countertop, and vanity
2. Sort items into categories: daily use, occasional use, expired, broken
3. Dispose of expired medications, toiletries, and broken items safely
4. Deep clean sink, faucet, and all surrounding surfaces
5. Clean and organize vanity drawers and cabinets thoroughly
6. Return only essential, frequently used items to accessible storage
7. Create designated spaces for each child's personal items
8. Establish simple organization system children can maintain independently",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,GMLT-74,,,,,,,,,,,,,,,0|i000lj:,,,,,{},,,,,10128,GMLT-8,BATH - Bathroom Restoration & Maintenance Systems,To Do,12/Jul/25 4:02 PM
[BATH] Kids' Bathroom Flush Master Replacement,GMLT-72,10236,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Medium,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 4:02 PM,12/Jul/25 4:02 PM,12/Jul/25 9:38 PM,,,0,adults-only,,"As a family ensuring reliable bathroom functionality
I want to replace the flush master mechanism
So that I can have dependable toilet operation for family use.

**Acceptance Criteria:**
1. Turn off water supply to toilet and drain tank completely
2. Remove old flush master mechanism carefully
3. Clean tank interior and inspect for any additional needed repairs
4. Install new flush master according to manufacturer instructions
5. Adjust chain length and flapper positioning for proper operation
6. Turn water supply back on and test flush operation multiple times
7. Check for leaks and proper water level in tank
8. Test toilet operation with children to ensure they can use it effectively",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,,,,,,,,,,,,,,,,0|i000lr:,,,,,{},,,,,10128,GMLT-8,BATH - Bathroom Restoration & Maintenance Systems,To Do,12/Jul/25 4:02 PM
[BATH] Kids' Bathroom Shower Head Installation,GMLT-73,10238,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Medium,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 4:02 PM,12/Jul/25 4:02 PM,12/Jul/25 9:39 PM,,,0,adults-only,,"As a family providing functional bathing facilities for children
I want to install new shower head in kids' bathroom
So that I can ensure reliable water flow and age-appropriate shower operation.

**Acceptance Criteria:**
1. Purchase plumbers tape and appropriate shower head for children's use
2. Turn off water supply and remove old shower head
3. Clean shower arm threads and apply plumbers tape properly
4. Install new shower head with consideration for children's height and reach
5. Test all shower functions and adjust settings for child safety
6. Ensure water pressure and temperature are appropriate for children
7. Train children on proper shower head operation and care
8. Check for leaks and make any necessary adjustments",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,,,,,,,,,,,,,,,,0|i000lz:,,,,,{},,,,,10128,GMLT-8,BATH - Bathroom Restoration & Maintenance Systems,To Do,12/Jul/25 4:02 PM
[BATH] Kids' Bathroom Tub and Counter Deep Clean,GMLT-74,10240,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Medium,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 4:02 PM,12/Jul/25 4:02 PM,,,,0,adults-lead,teen-assist,"As a family creating hygienic bathing environment for children
I want to thoroughly clean tub and all counter surfaces
So that I can provide safe, clean bathing space that supports family health.

**Acceptance Criteria:**
1. Remove all items from tub area and countertops completely
2. Scrub bathtub thoroughly including all surfaces, corners, and fixtures
3. Clean and disinfect all counter surfaces and backsplash areas
4. Remove soap scum, water stains, and any mold or mildew
5. Clean tub drain and remove any hair or debris clogs
6. Scrub grout lines and recaulk if necessary for water seal
7. Clean all bath toys and accessories before returning to tub area
8. Organize bath items in clean, accessible storage for children",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,GMLT-75,,,,,,,,,,,GMLT-71,,,,0|i000m7:,,,,,{},,,,,10128,GMLT-8,BATH - Bathroom Restoration & Maintenance Systems,To Do,12/Jul/25 4:02 PM
[BATH] Kids' Bathroom Clutter Removal and Organization,GMLT-75,10242,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Medium,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 4:02 PM,12/Jul/25 4:02 PM,,,,0,adults-lead,child-participate,"As a family creating maintainable bathroom organization
I want to remove all unnecessary clutter and create simple storage systems
So that children can keep their bathroom organized and functional.

**Acceptance Criteria:**
1. Remove all non-essential items from kids' bathroom completely
2. Sort remaining items by frequency of use and ownership
3. Create designated storage for each child's personal bathroom items
4. Install simple, child-accessible storage solutions (hooks, baskets, shelves)
5. Label storage areas with pictures or words appropriate for children's reading level
6. Create simple daily bathroom cleanup routine children can follow
7. Establish weekly deep cleaning routine involving age-appropriate child participation
8. Train children on maintaining organization and cleanliness standards",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,GMLT-76,,,,,,,,,,,GMLT-74,,,,0|i000mf:,,,,,{},,,,,10128,GMLT-8,BATH - Bathroom Restoration & Maintenance Systems,To Do,12/Jul/25 4:02 PM
[BATH] Bathroom Maintenance Schedule Creation,GMLT-76,10244,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Low,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 4:02 PM,12/Jul/25 4:02 PM,,,,0,all-family,,"As a family maintaining bathroom cleanliness and functionality
I want to establish regular maintenance schedules for both bathrooms
So that I can prevent future problems and maintain hygienic conditions.

**Acceptance Criteria:**
1. Create daily bathroom cleaning checklist for each family member
2. Establish weekly deep cleaning routine with assigned responsibilities
3. Set up monthly maintenance schedule for plumbing fixtures and hardware
4. Create seasonal deep cleaning tasks for exhaust fans, caulking, and grout
5. Assign age-appropriate bathroom maintenance tasks to each family member
6. Set up reminder system for maintenance tasks and supply replacement
7. Create inspection checklist for identifying maintenance needs early
8. Establish supply inventory system for cleaning products and bathroom necessities",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,GMLT-77,,,,,,,,,,,GMLT-70,GMLT-75,,,0|i000mn:,,,,,{},,,,,10128,GMLT-8,BATH - Bathroom Restoration & Maintenance Systems,To Do,12/Jul/25 4:02 PM
[BATH] Bathroom Safety and Hygiene Systems,GMLT-77,10246,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Low,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 4:02 PM,12/Jul/25 4:02 PM,12/Jul/25 9:40 PM,,,0,adults-only,,"As a family ensuring bathroom safety and supporting home health goals
I want to implement safety measures and hygiene systems
So that bathrooms support overall family health and pest prevention efforts.

**Acceptance Criteria:**
1. Install or check slip-resistant surfaces in tubs and shower areas
2. Ensure adequate lighting for safe bathroom use by all family members
3. Set up proper ventilation routine to prevent moisture buildup
4. Create hand washing stations with supplies accessible to children
5. Establish towel and washcloth rotation system for hygiene
6. Install or verify GFCI outlets for electrical safety near water
7. Create first aid supply storage for bathroom-related injuries
8. Set up cleaning supply storage that's safe but accessible for maintenance",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,,,,,,,,,,,,GMLT-76,,,,0|i000mv:,,,,,{},,,,,10128,GMLT-8,BATH - Bathroom Restoration & Maintenance Systems,To Do,12/Jul/25 4:02 PM
[MAINT] Weekly Pest Monitoring System Implementation,GMLT-78,10248,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Highest,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 4:08 PM,12/Jul/25 4:08 PM,12/Jul/25 9:46 PM,,,0,adults-lead,family-participate,"As a family maintaining pest-free home environment
I want to establish comprehensive weekly pest monitoring procedures
So that I can detect any pest activity early and maintain treatment effectiveness long-term.

**Acceptance Criteria:**
1. Create detailed weekly inspection checklist for all treated areas
2. Establish monitoring schedule for bed bug traps and roach bait stations
3. Train all family members on safe pest identification and reporting procedures
4. Set up photo documentation system for any findings or concerns
5. Create escalation procedures for different levels of pest discovery
6. Establish supply inventory system for monitoring equipment replacement
7. Document monitoring results in tracking log to identify patterns
8. Set up reward system for family participation in monitoring activities",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,,,,,,,,,,,,,,,,0|i000n3:,,,,,{},,,,,10129,GMLT-9,MAINT - Sustainable Home Management Systems,To Do,12/Jul/25 4:08 PM
[MAINT] Daily 15-Minute Pickup Routine Establishment,GMLT-79,10250,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,High,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 4:08 PM,12/Jul/25 4:09 PM,12/Jul/25 9:46 PM,,,0,all-family,,"As a family preventing clutter accumulation and pest harborage
I want to implement daily 15-minute family pickup routines
So that I can maintain organization and prevent conditions that attract pests.

**Acceptance Criteria:**
1. Create simple, timed pickup routine for each room and family member
2. Assign age-appropriate daily tasks to each family member
3. Set up timer system and music playlist to make pickup routine enjoyable
4. Create visual checklists for younger children showing pickup tasks
5. Establish accountability system with positive reinforcement for participation
6. Train family members on ""everything has a place"" organization principles
7. Create backup procedures for days when routine is disrupted
8. Set up weekly family meeting to assess routine effectiveness and adjust as needed",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,GMLT-80,GMLT-84,,,,,,,,,,,,,,0|i000nb:,,,,,{},,,,,10129,GMLT-9,MAINT - Sustainable Home Management Systems,To Do,12/Jul/25 4:08 PM
[MAINT] Monthly Deep-Clean Schedule Creation,GMLT-80,10252,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Medium,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 4:08 PM,12/Jul/25 4:09 PM,12/Jul/25 9:47 PM,,,0,adults-lead,all-family,"As a family maintaining deep cleanliness and pest prevention
I want to establish rotating monthly deep-clean schedules
So that I can ensure all areas receive thorough attention while distributing workload manageable.

**Acceptance Criteria:**
1. Create monthly calendar assigning deep-clean focus areas to each week
2. Develop detailed cleaning checklists for each room and area
3. Assign rotating responsibilities to family members based on age and ability
4. Schedule seasonal tasks like window cleaning, closet organization, and appliance maintenance
5. Set up supply inventory and shopping lists for cleaning materials
6. Create backup schedules for busy months or family schedule conflicts
7. Establish quality standards and inspection procedures for completed tasks
8. Plan celebration activities for family achievement of monthly cleaning goals",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,GMLT-86,,,,,,,,,,,GMLT-79,,,,0|i000nj:,,,,,{},,,,,10129,GMLT-9,MAINT - Sustainable Home Management Systems,To Do,12/Jul/25 4:08 PM
[MAINT] Laundry Management System Implementation,GMLT-81,10254,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,High,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 4:09 PM,12/Jul/25 4:09 PM,12/Jul/25 9:47 PM,,,0,all-family,,"As a family preventing clothing clutter and maintaining hygiene standards
I want to establish efficient laundry management systems
So that I can prevent dirty clothes accumulation that could attract pests or create clutter.

**Acceptance Criteria:**
1. Create weekly laundry schedule with assigned days for each family member
2. Set up sorting system that family members can use independently
3. Establish folding and put-away routines that prevent clean clothes accumulation
4. Train family members on proper hamper use and laundry care
5. Create seasonal clothing rotation system to prevent closet overcrowding
6. Set up supply inventory system for detergent and laundry care products
7. Establish procedures for special care items and stain treatment
8. Create backup plans for equipment failure or schedule disruptions",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,GMLT-84,,,,,,,,,,,,,,,0|i000nr:,,,,,{},,,,,10129,GMLT-9,MAINT - Sustainable Home Management Systems,To Do,12/Jul/25 4:09 PM
[MAINT] Safety Equipment Installation and Maintenance,GMLT-82,10256,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,High,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 4:09 PM,12/Jul/25 4:09 PM,12/Jul/25 9:48 PM,,,0,adults-only,,"As a family ensuring home safety and emergency preparedness
I want to install and maintain safety equipment throughout the home
So that I can protect family members while supporting overall home maintenance goals.

**Acceptance Criteria:**
1. Install fresh batteries in all smoke detectors and test operation
2. Check and replace carbon monoxide detector batteries as needed
3. Verify fire extinguisher location, accessibility, and expiration date
4. Create and practice family emergency evacuation plan
5. Install or verify first aid kit locations and supply inventory
6. Set up emergency flashlight and radio with fresh batteries
7. Create emergency contact list and ensure all family members know location
8. Schedule annual safety equipment inspection and battery replacement routine",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,GMLT-83,,,,,,,,,,,,,,,0|i000nz:,,,,,{},,,,,10129,GMLT-9,MAINT - Sustainable Home Management Systems,To Do,12/Jul/25 4:09 PM
[MAINT] Emergency Supply Kit Creation and Management,GMLT-83,10258,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Medium,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 4:09 PM,12/Jul/25 4:09 PM,12/Jul/25 9:48 PM,,,0,adults-lead,teen-assist,"As a family preparing for potential disruptions to routine maintenance
I want to create and maintain emergency supply kits
So that I can handle unexpected situations without compromising home cleanliness or pest prevention.

**Acceptance Criteria:**
1. Create emergency cleaning supply kit with essential products and tools
2. Set up emergency pest control supplies for immediate response to any activity
3. Prepare emergency food and water supplies following recommended guidelines
4. Create emergency laundry supplies for extended utility outages
5. Set up basic tools and hardware for emergency repairs
6. Create emergency contact list for pest control, plumbing, and electrical services
7. Establish rotation schedule for emergency supply expiration dates
8. Train family members on emergency supply locations and proper usage",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,,,,,,,,,,,,GMLT-82,,,,0|i000o7:,,,,,{},,,,,10129,GMLT-9,MAINT - Sustainable Home Management Systems,To Do,12/Jul/25 4:09 PM
[MAINT] Family Maintenance Training Program,GMLT-84,10260,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Medium,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 4:09 PM,12/Jul/25 4:09 PM,12/Jul/25 9:48 PM,,,0,all-family,,"As a family building long-term success capabilities
I want to train all family members on maintenance routines and responsibilities
So that I can ensure sustainable home management regardless of individual availability.

**Acceptance Criteria:**
1. Create age-appropriate training materials for each family member's responsibilities
2. Conduct hands-on training sessions for cleaning techniques and pest monitoring
3. Train family members on safe use of cleaning products and pest control materials
4. Create reference guides and checklists that family members can follow independently
5. Establish mentorship system where older children help younger ones learn routines
6. Set up competency assessments to ensure family members can perform tasks safely
7. Create backup training for when primary responsible family members are unavailable
8. Plan ongoing skill development as children grow and can take on more responsibilities",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,GMLT-85,,,,,,,,,,,GMLT-79,GMLT-81,,,0|i000of:,,,,,{},,,,,10129,GMLT-9,MAINT - Sustainable Home Management Systems,To Do,12/Jul/25 4:09 PM
[MAINT] Weekly Family Progress Meeting System,GMLT-85,10262,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Low,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 4:09 PM,12/Jul/25 4:09 PM,12/Jul/25 9:48 PM,,,0,all-family,,"As a family maintaining communication and accountability for home maintenance
I want to establish regular family meetings focused on progress and problem-solving
So that I can ensure continued success and address challenges before they become major problems.

**Acceptance Criteria:**
1. Schedule weekly 30-minute family meetings at consistent time
2. Create agenda template covering pest monitoring, cleanliness, organization, and upcoming tasks
3. Establish positive communication guidelines that encourage honest feedback
4. Set up problem-solving process for addressing maintenance challenges
5. Create celebration system for acknowledging individual and family achievements
6. Plan goal-setting activities for continuous improvement
7. Establish conflict resolution procedures for disagreements about responsibilities
8. Document meeting outcomes and track progress on family goals over time",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,GMLT-87,,,,,,,,,,,GMLT-84,,,,0|i000on:,,,,,{},,,,,10129,GMLT-9,MAINT - Sustainable Home Management Systems,To Do,12/Jul/25 4:09 PM
[MAINT] Seasonal Maintenance Calendar Development,GMLT-86,10264,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Low,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 4:09 PM,12/Jul/25 4:09 PM,12/Jul/25 9:49 PM,,,0,adults-lead,all-family,"As a family maintaining home systems year-round
I want to create seasonal maintenance calendars
So that I can stay ahead of maintenance needs and prevent problems before they start.

**Acceptance Criteria:**
1. Create spring maintenance tasks: deep cleaning, pest prevention, organization refresh
2. Plan summer maintenance: air conditioning, ventilation, pest monitoring intensification
3. Set up fall maintenance: preparation for indoor time, supply inventory, equipment checks
4. Schedule winter maintenance: heating system, indoor air quality, organization adjustments
5. Plan seasonal clothing rotations and storage management
6. Create seasonal supply purchasing schedules aligned with sales and needs
7. Set up advance planning for major maintenance or replacement needs
8. Integrate seasonal maintenance with family schedule and school year planning",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,,,,,,,,,,,,GMLT-80,,,,0|i000ov:,,,,,{},,,,,10129,GMLT-9,MAINT - Sustainable Home Management Systems,To Do,12/Jul/25 4:09 PM
[MAINT] Home Maintenance Documentation System,GMLT-87,10266,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Low,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 4:09 PM,12/Jul/25 4:09 PM,12/Jul/25 9:50 PM,,,0,adults-lead,teen-assist,"As a family tracking home maintenance history and planning future needs
I want to create comprehensive documentation systems
So that I can make informed decisions about maintenance and track long-term success.

**Acceptance Criteria:**
1. Create maintenance log documenting all pest treatments, repairs, and major cleaning
2. Set up photo documentation system showing before/after progress in each room
3. Create inventory system for cleaning supplies, pest control materials, and maintenance tools
4. Document warranty information and service contacts for appliances and systems
5. Create expense tracking system for maintenance-related purchases
6. Set up reminder system for recurring maintenance tasks and supply replacement
7. Create family achievement record celebrating milestones and sustained success
8. Plan annual review process to assess system effectiveness and plan improvements",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,,,,,,,,,,,,GMLT-85,,,,0|i000p3:,,,,,{},,,,,10129,GMLT-9,MAINT - Sustainable Home Management Systems,To Do,12/Jul/25 4:09 PM
[MAINT] Long-Term Success Sustainability Planning,GMLT-88,10268,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Low,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,12/Jul/25 4:09 PM,12/Jul/25 4:09 PM,12/Jul/25 9:50 PM,,,0,adults-lead,all-family,"As a family ensuring permanent lifestyle transformation
I want to plan for long-term sustainability of all home management systems
So that I can maintain progress regardless of life changes and challenges.

**Acceptance Criteria:**
1. Create contingency plans for family schedule disruptions (illness, travel, emergencies)
2. Plan system adaptations for children aging and taking on new responsibilities
3. Set up financial planning for ongoing maintenance costs and occasional major needs
4. Create support network with other families or services for backup assistance
5. Plan periodic system reviews and updates to maintain effectiveness
6. Set up motivation and reward systems that maintain engagement long-term
7. Create legacy planning to teach systems to new family members or households
8. Establish success metrics and celebration milestones for sustained achievement",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,,,,,,,,,,,,,,,,0|i000pb:,,,,,{},,,,,10129,GMLT-9,MAINT - Sustainable Home Management Systems,To Do,12/Jul/25 4:09 PM
SHED - Shed Cleanup & Organization,GMLT-89,10269,Epic,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,Medium,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,13/Jul/25 10:21 PM,13/Jul/25 10:21 PM,,,,0,,,,,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,,,,,,,,,,,,,,,purple,0|i000pj:,,,,,{},,,,,,,,To Do,13/Jul/25 10:21 PM
[KIDS] Room 1 Heat Treatment Item Removal and Tagging,GMLT-90,10331,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,High,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,21/Jul/25 11:39 PM,21/Jul/25 11:39 PM,,,,0,adults-lead,child-participate,"As a family preparing Kid's Room 1 for professional heat treatment I want to identify, tag, and safely remove all heat-sensitive items So that I can protect valuable belongings while ensuring effective bed bug elimination.

**Acceptance Criteria:**
1. Remove and tag all electronics (tablets, gaming devices, night lights, electronic toys)
2. Remove and bag all heat-sensitive toys (plastic toys, stuffed animals with batteries, art supplies)
3. Remove medications, vitamins, and any health items stored in room
4. Remove and protect valuable books, photos, and sentimental items
5. Tag all removed items with ""DO NOT HEAT"" labels for easy identification
6. Store all removed items in designated safe area away from treatment zone
7. Create detailed inventory list of all removed items for post-treatment return
8. Involve child in age-appropriate identification and packing process",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,,,,,,,,,,,,,,,,0|i000qv:,,,,,{},,,,,10126,GMLT-6,KIDS - Children's Bedroom Safety & Organization,To Do,21/Jul/25 11:39 PM
[KIDS] Room 2 Heat Treatment Item Removal and Tagging,GMLT-91,10333,Story,To Do,GMLT,Get My Life Together,software,HD Solutions,5ee5149e4833d00aae4fecc1,,High,,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,HD Solutions,5ee5149e4833d00aae4fecc1,21/Jul/25 11:39 PM,21/Jul/25 11:39 PM,,,,0,adults-lead,child-participate,"As a family preparing Kid's Room 2 for professional heat treatment I want to systematically remove and protect all heat-sensitive belongings So that I can ensure thorough pest elimination without damaging important items.

**Acceptance Criteria:**
1. Remove all electronics including charging cables and battery-operated items
2. Remove and protect craft supplies, crayons, markers, and art materials
3. Remove any medicines, ointments, or health-related items
4. Remove valuable toys, collectibles, and sentimental items
5. Bag and label all removed items clearly for post-treatment identification
6. Store removed items in pest-free area during treatment period
7. Document location of all removed items for efficient return process
8. Help child understand process and participate in item selection",,HD Solutions,5ee5149e4833d00aae4fecc1,,,,,,,,,,,,,,,,,,,,,,,,0|i000r3:,,,,,{},,,,,10126,GMLT-6,KIDS - Children's Bedroom Safety & Organization,To Do,21/Jul/25 11:39 PM
